Frequency DateTime Pmin Pmax PathLength XStart YStart XEnd YEnd ID
37.912 201208311045 -54 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
37.096 201208311045 -55 -54 3.90479 6.62579 53.23779 6.57222 53.22372 1000
39.172 201208311045 -51 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
26.362 201208311045 -51 -49 8.19688 7.12605 53.14836 7.02248 53.10906 939
25.382 201208311045 -51 -49 5.21172 6.74377 53.31 6.70118 53.27074 923
39.26 201208311045 -47 -47 1.54023 6.54377 53.22834 6.52088 53.23004 940
39.252 201208311045 -48 -46 0.88424 6.58611 53.23344 6.57528 53.22887 1019
39.294 201208311045 -47 -47 1.86669 6.53574 53.22304 6.53325 53.20633 934
58.2 201208311045 -45 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
26.39 201208311045 -54 -52 5.90227 6.26425 53.30898 6.21379 53.26541 1014
39.172 201208311045 -48 -46 4.25616 6.45421 53.39719 6.41447 53.36722 1004
37.992 201208311045 -51 -50 2.46689 6.50465 53.21108 6.53574 53.22304 1006
39.252 201208311045 -53 -52 2.46689 6.53574 53.22304 6.50465 53.21108 1011
58.2 201208311045 -45 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
37.912 201208311045 -50 -48 3.65512 6.34265 53.1021 6.32889 53.07031 2927
39.172 201208311045 -51 -50 2.26532 6.90439 53.32724 6.87102 53.32334 936
37.999 201208311045 -53 -53 1.70439 6.53325 53.20633 6.54826 53.21872 1007
39.172 201208311045 -49 -47 3.65512 6.32889 53.07031 6.34265 53.1021 2926
14.543 201208311045 -54 -52 13.60012 6.47304 53.11703 6.57222 53.22372 1012
25.354 201208311045 -46 -45 9.40842 6.53325 53.20633 6.43686 53.14474 1023
25.375 201208311045 -50 -46 7.03619 6.50456 53.33418 6.41447 53.36722 1015
39.375 201208311045 -49 -45 3.07564 6.35516 53.16911 6.30931 53.16696 1001
38.328 201208311045 -53 -51 3.49997 6.57222 53.22372 6.52088 53.23004 1002
18.085 201208311045 -52 -50 14.52881 6.41436 53.134 6.57222 53.22372 1017
25.386 201208311045 -54 -54 10.79567 6.47954 53.30324 6.57222 53.22372 1021
37.069 201208311045 -51 -48 3.49997 6.52088 53.23004 6.57222 53.22372 1020
26.362 201208311045 -51 -49 9.40842 6.43686 53.14474 6.53325 53.20633 1010
39.245 201208311045 -58 -56 4.07644 6.35813 53.22243 6.40562 53.24545 1013
25.41 201208311045 -51 -50 9.02027 6.53325 53.20633 6.60902 53.13927 1034
39.172 201208311045 -57 -55 3.60144 6.41436 53.134 6.36834 53.15079 1022
38.077 201208311045 -50 -49 0.51743 6.52088 53.23004 6.52701 53.23288 1025
39.172 201208311045 -58 -57 2.00888 6.62517 53.1644 6.59599 53.16868 1028
26.362 201208311045 -54 -52 6.90104 6.80812 53.4503 6.72452 53.41353 1027
39.379 201208311045 -50 -48 4.13344 6.57222 53.22372 6.57908 53.26064 1018
38.077 201208311045 -52 -50 2.45419 6.53419 53.23934 6.56413 53.22655 1026
38.115 201208311045 -50 -46 1.504 7.05273 53.1538 7.05556 53.14039 1030
37.912 201208311045 -56 -54 3.60144 6.36834 53.15079 6.41436 53.134 1029
37.999 201208311045 -50 -49 1.54023 6.52088 53.23004 6.54377 53.22834 1032
37.94 201208311045 -54 -51 1.5943 6.85956 53.10327 6.87999 53.11062 1033
39.375 201208311045 -62 -61 1.81686 6.57222 53.22372 6.58561 53.20951 1031
37.992 201208311045 -54 -52 3.07738 6.53419 53.23934 6.57222 53.22372 1024
15.271 201208311045 -52 -51 13.60012 6.57222 53.22372 6.47304 53.11703 1035
26.39 201208311100 -50 -47 7.95289 6.23533 52.92439 6.12104 52.9428 1350
37.912 201208311100 -52 -51 1.3529 6.29027 52.99027 6.27041 52.99235 1369
25.375 201208311100 -54 -53 5.86005 6.29027 52.99027 6.20368 52.9837 1370
38.007 201208311100 -56 -53 4.36945 6.56879 53.00951 6.58921 53.04679 2923
25.382 201208311100 -55 -51 5.90227 6.21379 53.26541 6.26425 53.30898 919
37.978 201208311100 -48 -47 1.44321 6.58937 53.22052 6.60604 53.22877 796
39.239 201208311100 -47 -45 4.29726 6.58641 53.1305 6.59599 53.16868 806
39.239 201208311100 -49 -47 1.44321 6.60604 53.22877 6.58937 53.22052 798
37.999 201208311100 -51 -50 1.36002 6.58561 53.20951 6.58308 53.19738 804
25.392 201208311100 -53 -52 2.91374 6.60905 53.19939 6.63152 53.17696 797
37.94 201208311100 -57 -56 1.5292 6.5679 53.21023 6.57222 53.22372 814
37.999 201208311100 -47 -44 3.75183 6.57014 53.19003 6.57222 53.22372 795
37.978 201208311100 -55 -53 3.85081 6.57504 53.01815 6.53268 52.99481 809
37.999 201208311100 -57 -56 2.66357 6.56984 52.98393 6.54071 52.96769 800
39.245 201208311100 -54 -53 1.61516 6.55769 52.99663 6.56879 53.00951 2924
39.172 201208311100 -54 -52 1.34384 6.60905 53.19939 6.59218 53.20597 801
38.115 201208311100 -61 -60 1.81686 6.58561 53.20951 6.57222 53.22372 813
39.337 201208311100 -64 -63 1.01916 6.57488 53.21558 6.56015 53.21319 812
37.912 201208311100 -50 -49 0.73526 6.5679 53.21023 6.5651 53.21662 821
39.239 201208311100 -55 -53 3.85081 6.53268 52.99481 6.57504 53.01815 805
38.084 201208311100 -53 -51 1.32874 6.56879 53.00951 6.5834 53.01757 2912
38.077 201208311100 -49 -48 1.61457 6.54181 53.00762 6.52131 53.00002 815
39.2 201208311100 -46 -45 4.65382 6.76447 53.16784 6.79195 53.20626 886
25.102 201208311100 -51 -50 5.02111 6.56879 53.00951 6.54071 52.96769 2925
38.003 201208311100 -47 -45 4.37035 6.92516 53.17983 6.98553 53.164790000000004 818
37.992 201208311100 -50 -49 1.72478 6.56984 52.98393 6.57279 52.99933 2905
39.263 201208311100 -46 -45 4.37035 6.98553 53.164790000000004 6.92516 53.17983 820
39.26 201208311100 -49 -47 3.75183 6.57222 53.22372 6.57014 53.19003 799
39.228 201208311100 -63 -61 1.66395 6.76447 53.16784 6.7396 53.16835 894
39.245 201208311100 -51 -49 1.55384 6.55446 53.2351 6.57528 53.22887 880
37.94 201208311100 -57 -55 2.92404 6.56879 53.00951 6.53268 52.99481 2913
39.2 201208311100 -51 -49 1.5943 6.87999 53.11062 6.85956 53.10327 893
26.418 201208311100 -54 -52 9.02027 6.60902 53.13927 6.53325 53.20633 883
39.165 201208311100 -50 -49 4.73183 6.71153 53.0478 6.74605 53.01071 884
25.41 201208311100 -79 -56 6.02163 6.56879 53.00951 6.48125 53.02138 2914
37.978 201208311100 -46 -44 4.29726 6.59599 53.16868 6.58641 53.1305 900
38.356 201208311100 -52 -49 3.90479 6.57222 53.22372 6.62579 53.23779 808
39.228 201208311100 -61 -59 2.61441 6.58442 52.98799 6.56879 53.00951 2918
25.382 201208311100 -56 -55 5.37254 6.53152 52.91973 6.54071 52.96769 891
37.94 201208311100 -59 -56 1.63809 6.87816 53.08895 6.89421 53.10006 881
37.986 201208311100 -53 -52 1.61516 6.56879 53.00951 6.55769 52.99663 2915
37.079 201208311100 -50 -49 0.60799 6.57528 53.22887 6.57222 53.22372 892
37.912 201208311100 -51 -50 4.68488 6.66676 52.979730000000004 6.66934 52.93766 889
39.172 201208311100 -61 -59 2.97052 6.98795 53.09842 6.948 53.08685 901
37.968 201208311100 -60 -58 1.66395 6.7396 53.16835 6.76447 53.16784 897
25.386 201208311100 -54 -52 6.22589 6.56879 53.00951 6.52698 52.95957 2916
39.364 201208311100 -60 -59 1.42305 6.57222 53.22372 6.56015 53.21319 822
37.079 201208311100 -49 -48 0.60799 6.57528 53.22887 6.57222 53.22372 892
39.172 201208311100 -54 -54 2.88593 6.76447 53.16784 6.80701 53.16349 898
39.172 201208311100 -48 -47 0.73526 6.5651 53.21662 6.5679 53.21023 885
39.343 201208311100 -51 -50 1.32874 6.5834 53.01757 6.56879 53.00951 2919
37.94 201208311100 -57 -56 3.76288 6.59599 53.16868 6.63271 53.14307 906
26.39 201208311100 -46 -45 9.5461 6.52131 53.00002 6.3973 53.04206 902
37.992 201208311100 -48 -46 0.88424 6.57528 53.22887 6.58611 53.23344 904
26.39 201208311100 -53 -51 5.21172 6.70118 53.27074 6.74377 53.31 1003
25.382 201208311100 -46 -45 9.5461 6.3973 53.04206 6.52131 53.00002 907
37.912 201208311100 -52 -51 2.88593 6.80701 53.16349 6.76447 53.16784 905
19.095 201208311100 -51 -50 14.52881 6.57222 53.22372 6.41436 53.134 890
38.105 201208311100 -61 -60 1.42305 6.56015 53.21319 6.57222 53.22372 910
38.077 201208311100 -67 -65 1.01916 6.56015 53.21319 6.57488 53.21558 921
37.986 201208311100 -55 -46 0.42257 6.57528 53.22887 6.57079 53.23154 911
39.337 201208311100 -55 -53 1.61457 6.52131 53.00002 6.54181 53.00762 909
39.2 201208311100 -59 -56 1.63809 6.89421 53.10006 6.87816 53.08895 896
25.382 201208311100 -57 -55 5.86709 6.45154 53.07097 6.48125 53.02138 912
37.912 201208311100 -56 -54 1.34384 6.59218 53.20597 6.60905 53.19939 922
39.267 201208311100 -53 -50 4.36945 6.58921 53.04679 6.56879 53.00951 2920
39.26 201208311100 -50 -49 1.36002 6.58308 53.19738 6.58561 53.20951 899
39.239 201208311100 -55 -53 2.00153 6.55517 53.2025 6.56877 53.21852 917
58.2 201208311100 -33 -32 0.08931 6.55662 53.21479 6.55559 53.21427 916
26.39 201208311100 -55 -54 5.86709 6.48125 53.02138 6.45154 53.07097 915
39.2 201208311100 -57 -55 1.5292 6.57222 53.22372 6.5679 53.21023 903
39.252 201208311100 -48 -47 0.1309 6.56696 53.21897 6.56877 53.21852 920
39.172 201208311100 -50 -45 0.66044 6.58308 53.19738 6.57372 53.19929 918
38.118 201208311100 -51 -49 4.13344 6.57908 53.26064 6.57222 53.22372 931
37.912 201208311100 -52 -52 1.50853 6.91965 53.31928 6.92231 53.33274 926
37.912 201208311100 -54 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
25.102 201208311100 -46 -44 7.15266 6.68916 53.3291 6.76526 53.37445 929
39.252 201208311100 -43 -41 3.55428 6.26213 53.15226 6.30931 53.16696 927
37.986 201208311100 -54 -51 4.07644 6.40562 53.24545 6.35813 53.22243 930
25.382 201208311100 -52 -50 5.21172 6.74377 53.31 6.70118 53.27074 923
37.912 201208311100 -51 -48 0.66044 6.57372 53.19929 6.58308 53.19738 924
39.239 201208311100 -59 -57 5.97957 7.12605 53.14836 7.20104 53.17761 935
39.245 201208311100 -56 -46 0.42257 6.57079 53.23154 6.57528 53.22887 933
26.11 201208311100 -45 -43 7.15266 6.76526 53.37445 6.68916 53.3291 932
39.252 201208311100 -54 -53 3.07738 6.57222 53.22372 6.53419 53.23934 914
37.096 201208311100 -55 -52 3.90479 6.62579 53.23779 6.57222 53.22372 1000
26.362 201208311100 -51 -49 8.19688 7.12605 53.14836 7.02248 53.10906 939
37.992 201208311100 -51 -50 2.46689 6.50465 53.21108 6.53574 53.22304 1006
39.294 201208311100 -48 -47 1.86669 6.53574 53.22304 6.53325 53.20633 934
39.337 201208311100 -56 -53 2.45419 6.56413 53.22655 6.53419 53.23934 938
39.172 201208311100 -51 -50 2.26532 6.90439 53.32724 6.87102 53.32334 936
39.375 201208311100 -49 -45 3.07564 6.35516 53.16911 6.30931 53.16696 1001
39.26 201208311100 -48 -47 1.54023 6.54377 53.22834 6.52088 53.23004 940
26.39 201208311100 -54 -51 5.90227 6.26425 53.30898 6.21379 53.26541 1014
58.2 201208311100 -46 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.252 201208311100 -53 -53 2.46689 6.53574 53.22304 6.50465 53.21108 1011
39.172 201208311100 -49 -48 3.65512 6.32889 53.07031 6.34265 53.1021 2926
39.172 201208311100 -47 -46 4.25616 6.45421 53.39719 6.41447 53.36722 1004
37.999 201208311100 -53 -53 1.70439 6.53325 53.20633 6.54826 53.21872 1007
37.912 201208311100 -50 -49 3.65512 6.34265 53.1021 6.32889 53.07031 2927
58.2 201208311100 -45 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.172 201208311100 -51 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
26.362 201208311100 -51 -49 9.40842 6.43686 53.14474 6.53325 53.20633 1010
37.069 201208311100 -52 -50 3.49997 6.52088 53.23004 6.57222 53.22372 1020
14.543 201208311100 -54 -52 13.60012 6.47304 53.11703 6.57222 53.22372 1012
25.375 201208311100 -50 -46 7.03619 6.50456 53.33418 6.41447 53.36722 1015
25.354 201208311100 -47 -46 9.40842 6.53325 53.20633 6.43686 53.14474 1023
39.252 201208311100 -47 -45 0.88424 6.58611 53.23344 6.57528 53.22887 1019
18.085 201208311100 -53 -51 14.52881 6.41436 53.134 6.57222 53.22372 1017
25.386 201208311100 -55 -54 10.79567 6.47954 53.30324 6.57222 53.22372 1021
38.328 201208311100 -54 -52 3.49997 6.57222 53.22372 6.52088 53.23004 1002
39.172 201208311100 -57 -55 3.60144 6.41436 53.134 6.36834 53.15079 1022
39.245 201208311100 -57 -55 4.07644 6.35813 53.22243 6.40562 53.24545 1013
37.912 201208311100 -56 -55 3.60144 6.36834 53.15079 6.41436 53.134 1029
26.362 201208311100 -54 -53 6.90104 6.80812 53.4503 6.72452 53.41353 1027
38.077 201208311100 -53 -51 2.45419 6.53419 53.23934 6.56413 53.22655 1026
38.115 201208311100 -49 -46 1.504 7.05273 53.1538 7.05556 53.14039 1030
39.172 201208311100 -57 -56 2.00888 6.62517 53.1644 6.59599 53.16868 1028
38.077 201208311100 -51 -50 0.51743 6.52088 53.23004 6.52701 53.23288 1025
39.379 201208311100 -49 -47 4.13344 6.57222 53.22372 6.57908 53.26064 1018
37.94 201208311100 -52 -50 1.5943 6.85956 53.10327 6.87999 53.11062 1033
37.999 201208311100 -50 -49 1.54023 6.52088 53.23004 6.54377 53.22834 1032
25.41 201208311100 -51 -50 9.02027 6.53325 53.20633 6.60902 53.13927 1034
37.992 201208311100 -55 -53 3.07738 6.53419 53.23934 6.57222 53.22372 1024
39.375 201208311100 -62 -61 1.81686 6.57222 53.22372 6.58561 53.20951 1031
15.271 201208311100 -52 -51 13.60012 6.57222 53.22372 6.47304 53.11703 1035
39.207 201208311100 -53 -52 4.98579 6.45558 52.81826 6.51173 52.7891 440
37.978 201208311100 -44 -42 2.58349 6.5192 52.85566 6.5251 52.8786 439
37.912 201208311100 -50 -48 2.98403 6.60336 52.83134 6.6035 52.85816 441
39.252 201208311100 -51 -49 3.73824 6.45558 52.81826 6.51082 52.82123 442
37.992 201208311100 -51 -50 3.73824 6.51082 52.82123 6.45558 52.81826 459
25.382 201208311100 -43 -39 8.69559 6.85095 52.85007 6.93802 52.79241 455
37.912 201208311100 -46 -46 3.10822 6.31414 52.82447 6.35735 52.83422 553
39.172 201208311100 -47 -46 3.10822 6.35735 52.83422 6.31414 52.82447 542
39.239 201208311100 -46 -44 2.58349 6.5251 52.8786 6.5192 52.85566 448
39.172 201208311100 -50 -48 2.98403 6.6035 52.85816 6.60336 52.83134 466
39.165 201208311100 -61 -52 4.78188 6.94839 52.91493 7.01525 52.92956 471
39.256 201208311100 -65 -59 2.12735 6.95347 52.98836 6.97979 52.97772 478
39.239 201208311100 -57 -54 4.17584 6.73513 52.80194 6.6765 52.81402 476
37.905 201208311100 -63 -55 4.78188 7.01525 52.92956 6.94839 52.91493 543
39.165 201208311100 -60 -56 3.0793 7.01344 52.87503 7.05851 52.87976 473
39.26 201208311100 -56 -55 4.29863 6.44731 52.90818 6.38813 52.89363 469
18.03 201208311100 -65 -59 13.50599 6.94267 52.99448 7.07683 53.08498 475
37.905 201208311100 -62 -57 3.0793 7.05851 52.87976 7.01344 52.87503 480
18.003 201208311100 -79 -64 7.56082 7.12769 52.92908 7.01525 52.92956 546
17.997 201208311100 -55 -54 14.11476 6.38813 52.89363 6.27463 52.78701 470
37.999 201208311100 -56 -54 4.29863 6.38813 52.89363 6.44731 52.90818 472
25.382 201208311115 -54 -51 5.90227 6.21379 53.26541 6.26425 53.30898 919
38.007 201208311115 -54 -52 4.36945 6.56879 53.00951 6.58921 53.04679 2923
25.392 201208311115 -52 -50 2.91374 6.60905 53.19939 6.63152 53.17696 797
37.94 201208311115 -57 -55 1.5292 6.5679 53.21023 6.57222 53.22372 814
37.978 201208311115 -47 -46 1.44321 6.58937 53.22052 6.60604 53.22877 796
37.999 201208311115 -50 -49 1.36002 6.58561 53.20951 6.58308 53.19738 804
39.252 201208311115 -48 -47 0.1309 6.56696 53.21897 6.56877 53.21852 920
39.252 201208311115 -53 -53 3.07738 6.57222 53.22372 6.53419 53.23934 914
25.382 201208311115 -52 -50 5.21172 6.74377 53.31 6.70118 53.27074 923
39.252 201208311115 -43 -41 3.55428 6.26213 53.15226 6.30931 53.16696 927
37.912 201208311115 -52 -52 1.50853 6.91965 53.31928 6.92231 53.33274 926
25.102 201208311115 -45 -43 7.15266 6.68916 53.3291 6.76526 53.37445 929
37.986 201208311115 -53 -51 4.07644 6.40562 53.24545 6.35813 53.22243 930
37.986 201208311115 -55 -45 0.42257 6.57528 53.22887 6.57079 53.23154 911
39.245 201208311115 -56 -46 0.42257 6.57079 53.23154 6.57528 53.22887 933
39.239 201208311115 -59 -57 5.97957 7.12605 53.14836 7.20104 53.17761 935
39.294 201208311115 -48 -47 1.86669 6.53574 53.22304 6.53325 53.20633 934
26.11 201208311115 -44 -43 7.15266 6.76526 53.37445 6.68916 53.3291 932
37.096 201208311115 -53 -50 3.90479 6.62579 53.23779 6.57222 53.22372 1000
37.912 201208311115 -54 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
37.992 201208311115 -52 -51 2.46689 6.50465 53.21108 6.53574 53.22304 1006
26.362 201208311115 -52 -50 8.19688 7.12605 53.14836 7.02248 53.10906 939
39.337 201208311115 -55 -52 2.45419 6.56413 53.22655 6.53419 53.23934 938
39.172 201208311115 -51 -49 2.26532 6.90439 53.32724 6.87102 53.32334 936
39.172 201208311115 -51 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
39.252 201208311115 -54 -53 2.46689 6.53574 53.22304 6.50465 53.21108 1011
58.2 201208311115 -45 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.26 201208311115 -48 -47 1.54023 6.54377 53.22834 6.52088 53.23004 940
39.252 201208311115 -46 -45 0.88424 6.58611 53.23344 6.57528 53.22887 1019
26.39 201208311115 -54 -52 5.90227 6.26425 53.30898 6.21379 53.26541 1014
39.172 201208311115 -48 -47 3.65512 6.32889 53.07031 6.34265 53.1021 2926
39.172 201208311115 -47 -46 4.25616 6.45421 53.39719 6.41447 53.36722 1004
37.999 201208311115 -54 -53 1.70439 6.53325 53.20633 6.54826 53.21872 1007
37.912 201208311115 -50 -47 3.65512 6.34265 53.1021 6.32889 53.07031 2927
14.543 201208311115 -53 -52 13.60012 6.47304 53.11703 6.57222 53.22372 1012
58.2 201208311115 -45 -44 0.1482 6.57424 53.22427 6.57222 53.22372 928
25.354 201208311115 -48 -46 9.40842 6.53325 53.20633 6.43686 53.14474 1023
25.375 201208311115 -50 -46 7.03619 6.50456 53.33418 6.41447 53.36722 1015
38.328 201208311115 -53 -51 3.49997 6.57222 53.22372 6.52088 53.23004 1002
37.978 201208311115 -54 -49 3.85081 6.57504 53.01815 6.53268 52.99481 809
39.245 201208311115 -53 -52 1.61516 6.55769 52.99663 6.56879 53.00951 2924
39.239 201208311115 -54 -51 3.85081 6.53268 52.99481 6.57504 53.01815 805
25.102 201208311115 -51 -50 5.02111 6.56879 53.00951 6.54071 52.96769 2925
38.077 201208311115 -48 -47 1.61457 6.54181 53.00762 6.52131 53.00002 815
39.239 201208311115 -48 -47 1.44321 6.60604 53.22877 6.58937 53.22052 798
39.26 201208311115 -49 -46 3.75183 6.57222 53.22372 6.57014 53.19003 799
37.992 201208311115 -50 -49 1.72478 6.56984 52.98393 6.57279 52.99933 2905
37.94 201208311115 -56 -53 2.92404 6.56879 53.00951 6.53268 52.99481 2913
38.003 201208311115 -46 -45 4.37035 6.92516 53.17983 6.98553 53.164790000000004 818
39.337 201208311115 -64 -63 1.01916 6.57488 53.21558 6.56015 53.21319 812
39.2 201208311115 -45 -45 4.65382 6.76447 53.16784 6.79195 53.20626 886
39.263 201208311115 -46 -44 4.37035 6.98553 53.164790000000004 6.92516 53.17983 820
38.115 201208311115 -61 -59 1.81686 6.58561 53.20951 6.57222 53.22372 813
39.245 201208311115 -50 -49 1.55384 6.55446 53.2351 6.57528 53.22887 880
25.41 201208311115 -74 -56 6.02163 6.56879 53.00951 6.48125 53.02138 2914
39.228 201208311115 -63 -61 1.66395 6.76447 53.16784 6.7396 53.16835 894
39.239 201208311115 -48 -46 4.29726 6.58641 53.1305 6.59599 53.16868 806
39.2 201208311115 -50 -48 1.5943 6.87999 53.11062 6.85956 53.10327 893
38.356 201208311115 -50 -48 3.90479 6.57222 53.22372 6.62579 53.23779 808
37.079 201208311115 -50 -49 0.60799 6.57528 53.22887 6.57222 53.22372 892
39.165 201208311115 -50 -48 4.73183 6.71153 53.0478 6.74605 53.01071 884
37.986 201208311115 -53 -52 1.61516 6.56879 53.00951 6.55769 52.99663 2915
26.418 201208311115 -54 -53 9.02027 6.60902 53.13927 6.53325 53.20633 883
37.978 201208311115 -47 -45 4.29726 6.59599 53.16868 6.58641 53.1305 900
38.084 201208311115 -52 -50 1.32874 6.56879 53.00951 6.5834 53.01757 2912
39.172 201208311115 -48 -46 0.73526 6.5651 53.21662 6.5679 53.21023 885
25.386 201208311115 -53 -51 6.22589 6.56879 53.00951 6.52698 52.95957 2916
39.364 201208311115 -60 -59 1.42305 6.57222 53.22372 6.56015 53.21319 822
37.912 201208311115 -51 -49 4.68488 6.66676 52.979730000000004 6.66934 52.93766 889
25.382 201208311115 -56 -54 5.37254 6.53152 52.91973 6.54071 52.96769 891
37.94 201208311115 -57 -55 3.76288 6.59599 53.16868 6.63271 53.14307 906
39.343 201208311115 -50 -48 1.32874 6.5834 53.01757 6.56879 53.00951 2919
37.94 201208311115 -57 -55 1.63809 6.87816 53.08895 6.89421 53.10006 881
39.2 201208311115 -57 -56 1.63809 6.89421 53.10006 6.87816 53.08895 896
39.228 201208311115 -60 -57 2.61441 6.58442 52.98799 6.56879 53.00951 2918
39.172 201208311115 -55 -54 2.88593 6.76447 53.16784 6.80701 53.16349 898
39.172 201208311115 -62 -59 2.97052 6.98795 53.09842 6.948 53.08685 901
37.079 201208311115 -48 -47 0.60799 6.57528 53.22887 6.57222 53.22372 892
19.095 201208311115 -51 -49 14.52881 6.57222 53.22372 6.41436 53.134 890
26.39 201208311115 -53 -51 5.21172 6.70118 53.27074 6.74377 53.31 1003
26.39 201208311115 -45 -44 9.5461 6.52131 53.00002 6.3973 53.04206 902
25.382 201208311115 -46 -45 9.5461 6.3973 53.04206 6.52131 53.00002 907
37.912 201208311115 -53 -52 2.88593 6.80701 53.16349 6.76447 53.16784 905
37.968 201208311115 -60 -57 1.66395 6.7396 53.16835 6.76447 53.16784 897
39.26 201208311115 -50 -49 1.36002 6.58308 53.19738 6.58561 53.20951 899
38.105 201208311115 -60 -59 1.42305 6.56015 53.21319 6.57222 53.22372 910
38.077 201208311115 -67 -66 1.01916 6.56015 53.21319 6.57488 53.21558 921
25.382 201208311115 -56 -54 5.86709 6.45154 53.07097 6.48125 53.02138 912
39.337 201208311115 -54 -52 1.61457 6.52131 53.00002 6.54181 53.00762 909
39.2 201208311115 -56 -55 1.5292 6.57222 53.22372 6.5679 53.21023 903
39.172 201208311115 -50 -45 0.66044 6.58308 53.19738 6.57372 53.19929 918
37.912 201208311115 -55 -53 1.34384 6.59218 53.20597 6.60905 53.19939 922
39.267 201208311115 -51 -48 4.36945 6.58921 53.04679 6.56879 53.00951 2920
26.39 201208311115 -54 -53 5.86709 6.48125 53.02138 6.45154 53.07097 915
39.239 201208311115 -54 -53 2.00153 6.55517 53.2025 6.56877 53.21852 917
37.912 201208311115 -51 -48 0.66044 6.57372 53.19929 6.58308 53.19738 924
58.2 201208311115 -33 -32 0.08931 6.55662 53.21479 6.55559 53.21427 916
38.118 201208311115 -49 -48 4.13344 6.57908 53.26064 6.57222 53.22372 931
37.992 201208311115 -47 -46 0.88424 6.57528 53.22887 6.58611 53.23344 904
39.245 201208311115 -57 -55 4.07644 6.35813 53.22243 6.40562 53.24545 1013
37.069 201208311115 -52 -49 3.49997 6.52088 53.23004 6.57222 53.22372 1020
26.362 201208311115 -51 -49 9.40842 6.43686 53.14474 6.53325 53.20633 1010
18.085 201208311115 -52 -50 14.52881 6.41436 53.134 6.57222 53.22372 1017
39.375 201208311115 -50 -45 3.07564 6.35516 53.16911 6.30931 53.16696 1001
25.386 201208311115 -54 -53 10.79567 6.47954 53.30324 6.57222 53.22372 1021
38.077 201208311115 -51 -50 0.51743 6.52088 53.23004 6.52701 53.23288 1025
39.172 201208311115 -56 -54 3.60144 6.41436 53.134 6.36834 53.15079 1022
37.992 201208311115 -54 -52 3.07738 6.53419 53.23934 6.57222 53.22372 1024
39.379 201208311115 -47 -45 4.13344 6.57222 53.22372 6.57908 53.26064 1018
39.172 201208311115 -58 -56 2.00888 6.62517 53.1644 6.59599 53.16868 1028
37.999 201208311115 -50 -49 1.54023 6.52088 53.23004 6.54377 53.22834 1032
26.362 201208311115 -54 -53 6.90104 6.80812 53.4503 6.72452 53.41353 1027
38.115 201208311115 -50 -46 1.504 7.05273 53.1538 7.05556 53.14039 1030
37.912 201208311115 -56 -54 3.60144 6.36834 53.15079 6.41436 53.134 1029
37.94 201208311115 -51 -49 1.5943 6.85956 53.10327 6.87999 53.11062 1033
38.077 201208311115 -52 -50 2.45419 6.53419 53.23934 6.56413 53.22655 1026
39.375 201208311115 -62 -60 1.81686 6.57222 53.22372 6.58561 53.20951 1031
25.41 201208311115 -51 -50 9.02027 6.53325 53.20633 6.60902 53.13927 1034
15.271 201208311115 -52 -51 13.60012 6.57222 53.22372 6.47304 53.11703 1035
37.999 201208311115 -47 -43 3.75183 6.57014 53.19003 6.57222 53.22372 795
39.172 201208311115 -53 -51 1.34384 6.60905 53.19939 6.59218 53.20597 801
37.912 201208311115 -50 -49 0.73526 6.5679 53.21023 6.5651 53.21662 821
37.999 201208311115 -57 -54 2.66357 6.56984 52.98393 6.54071 52.96769 800
26.39 201208311115 -50 -48 7.95289 6.23533 52.92439 6.12104 52.9428 1350
37.912 201208311115 -52 -51 1.3529 6.29027 52.99027 6.27041 52.99235 1369
25.375 201208311115 -54 -53 5.86005 6.29027 52.99027 6.20368 52.9837 1370
39.207 201208311115 -53 -52 4.98579 6.45558 52.81826 6.51173 52.7891 440
37.978 201208311115 -44 -43 2.58349 6.5192 52.85566 6.5251 52.8786 439
37.912 201208311115 -50 -49 2.98403 6.60336 52.83134 6.6035 52.85816 441
39.252 201208311115 -51 -49 3.73824 6.45558 52.81826 6.51082 52.82123 442
39.239 201208311115 -46 -45 2.58349 6.5251 52.8786 6.5192 52.85566 448
37.912 201208311115 -47 -46 3.10822 6.31414 52.82447 6.35735 52.83422 553
25.382 201208311115 -43 -40 8.69559 6.85095 52.85007 6.93802 52.79241 455
39.172 201208311115 -47 -46 3.10822 6.35735 52.83422 6.31414 52.82447 542
39.172 201208311115 -50 -49 2.98403 6.6035 52.85816 6.60336 52.83134 466
39.165 201208311115 -60 -53 4.78188 6.94839 52.91493 7.01525 52.92956 471
18.03 201208311115 -60 -57 13.50599 6.94267 52.99448 7.07683 53.08498 475
39.239 201208311115 -54 -54 4.17584 6.73513 52.80194 6.6765 52.81402 476
39.165 201208311115 -63 -59 3.0793 7.01344 52.87503 7.05851 52.87976 473
37.905 201208311115 -66 -61 3.0793 7.05851 52.87976 7.01344 52.87503 480
